seed,type,N,T,ρ_estimate,ρ_start,ρ_lower,ρ_upper,σₐ²_estimate,σₐ²_start,σₐ²_lower,σₐ²_upper,σᵤ²_estimate,σᵤ²_start,σᵤ²_lower,σᵤ²_upper,iterations,LL,V_norm_finalstep,V_norm_true,V,b₀₁,b₀₂,b₀₃,b₀₄,β₁,β₂,runtime,notes,
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 22:06:20,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,78.9296337,100.0,0.0,Inf,5,-546.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 22:07:41,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 22:07:41,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,980.6886317,1000.0,0.0,Inf,4,-843.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 22:08:56,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 22:08:56,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,430002.9760326,0.01,0.0,Inf,5,-1573.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 22:10:28,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 22:10:28,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2287.2616364,25.0,0.0,Inf,4.7786149,0.1,0.0,Inf,500,-505.0,11.495,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:18:37,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:18:37,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,4.2593623,1.0,0.0,Inf,7,-292.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:20:23,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:20:23,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,6.2035251,3.0,0.0,Inf,7,-305.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:21:58,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:21:58,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,4.9450806,6.0,0.0,Inf,18,-296.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:24:53,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:24:53,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,3.7268049,10.0,0.0,Inf,9,-291.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:26:48,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:26:48,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,10.7389385,25.0,0.0,Inf,10,-342.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:28:57,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:28:57,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,4.5255753,50.0,0.0,Inf,8,-294.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:30:41,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:30:41,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,5.3008034,100.0,0.0,Inf,4,-299.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:31:49,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:31:49,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,916.9567804,1000.0,0.0,Inf,4,-835.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:32:58,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:32:58,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,4.3005775972002e6,0.01,0.0,Inf,5,-1849.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:34:37,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:34:37,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,56.1795274,50.0,0.0,Inf,42206.0335534,0.1,0.0,Inf,2,-1294.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:35:31,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:35:31,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,13.1573393,1.0,0.0,Inf,29,-359.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:40:24,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:40:25,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,6.007398,3.0,0.0,Inf,19,-304.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:43:45,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:43:45,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,1.9690843,6.0,0.0,Inf,16,-319.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:46:14,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:46:14,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,1.7449067,10.0,0.0,Inf,15,-333.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:48:43,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:48:43,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,7.5459039,25.0,0.0,Inf,19,-316.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:51:56,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:51:56,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,12.0332149,50.0,0.0,Inf,8,-351.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:53:53,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:53:53,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,13.3844881,100.0,0.0,Inf,8,-360.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-15 23:55:52,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-15 23:55:52,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1266.4037299,50.0,0.0,Inf,4.7724541,1000.0,0.0,Inf,500,-488.0,16.756,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 01:01:16,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 01:01:16,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,99.7271363,100.0,0.0,Inf,4.3009408275816e6,0.01,0.0,Inf,500,-1849.0,0.027,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 01:58:48,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 01:58:48,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,111.5293941,100.0,0.0,Inf,42210.799207,0.1,0.0,Inf,500,-1295.0,2.121,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 02:56:07,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 02:56:07,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,13.7040347,1.0,0.0,Inf,23,-362.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 03:00:06,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 03:00:06,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,6.8726432,3.0,0.0,Inf,11,-311.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 03:02:09,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 03:02:09,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,10.8146327,6.0,0.0,Inf,82,-342.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 03:13:00,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 03:13:00,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,12.1604334,10.0,0.0,Inf,11,-352.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 03:15:18,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 03:15:18,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,7.1931867,25.0,0.0,Inf,79,-314.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 03:26:02,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 03:26:02,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,4.8141363,50.0,0.0,Inf,28,-295.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 03:30:16,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 03:30:16,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,10.851521,100.0,0.0,Inf,71,-343.0,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 03:40:02,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 03:40:02,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,102.1913113,100.0,0.0,Inf,1001.1971828,1000.0,0.0,Inf,500,-852.0,2.09,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 05:47:45,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 05:47:45,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1099.5264207,1000.0,0.0,Inf,4.301040468807e6,0.01,0.0,Inf,500,-1849.0,0.545,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 06:45:22,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 06:45:22,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,1056.6757975,1000.0,0.0,Inf,42255.6166453,0.1,0.0,Inf,500,-1296.0,39.365,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 07:42:54,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 09:43:24,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,4.9079745,6.0,0.0,Inf,26,-295.895,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 09:58:23,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 09:58:23,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,1.7936128,25.0,0.0,Inf,9,-329.1583,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 10:05:06,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 10:13:41,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,3.0009458,3.0,0.0,Inf,3,-293.2456,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 10:14:50,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 10:16:33,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,3.0009458,3.0,0.0,Inf,3,-293.2456,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 10:17:39,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 10:20:58,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,3.0009458,3.0,0.0,Inf,3,-293.2456,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 10:22:02,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 10:22:03,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,4.9079745,6.0,0.0,Inf,26,-295.895,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 10:36:10,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 10:36:10,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,1.7936128,25.0,0.0,Inf,9,-329.1583,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 10:42:15,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 10:42:15,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,10.0308933,100.0,0.0,Inf,18,-336.3589,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 10:50:32,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 10:50:32,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,50.0,0.0,Inf,54.1585832,1.0,0.0,Inf,5,-503.3371,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 10:52:15,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 10:52:15,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,7.2331831,50.0,0.0,Inf,8,-313.9113,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 10:56:47,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 10:56:47,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,100.0,0.0,Inf,4.2926331,1.0,0.0,Inf,22,-292.5383,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 11:06:53,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 11:06:53,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
